1	52359	53218	2	2	1	1	0	13
1	53439	53544	2	2	1	1	0	40
1	54405	54519	2	2	1	1	0	38
1	54691	55244	2	2	1	1	0	3
1	59919	60082	2	2	0	1	0	19
1	80548	81080	1	1	1	1	0	21
1	81183	81260	1	1	1	1	0	48
1	81332	81434	1	1	1	1	0	37
1	142797	144234	2	2	0	0	1	14
1	144332	145068	1	1	1	0	4	48
1	145171	145378	1	1	1	0	1	31
1	145171	168922	1	1	0	1	0	24
1	145171	175747	1	1	0	0	1	25
1	145171	188644	1	1	0	0	1	25
1	145863	145961	1	1	1	2	1	46
1	157260	200166	1	1	0	0	2	16
1	157260	216605	1	1	0	0	2	16
1	163795	163893	2	2	1	3	4	45
1	164001	164359	2	2	1	2	1	42
1	164542	164749	2	2	1	1	1	26
1	164852	165590	2	2	1	0	4	48
1	164852	167026	2	2	1	0	3	42
1	165784	167219	2	2	1	0	2	45
1	175930	176289	1	1	0	0	2	33
1	175930	189185	1	1	0	0	2	33
1	176397	176485	1	1	0	2	3	46
1	176397	189381	1	1	0	0	3	46
1	176397	250237	1	1	0	0	2	46
1	188437	188644	1	1	0	0	1	27
1	188437	203071	1	1	0	0	1	38
1	188437	203279	1	1	0	0	1	27
1	188437	203825	1	1	0	0	1	35
1	188437	235910	1	1	0	0	1	31
1	188827	189185	1	1	0	2	1	44
1	189293	189381	1	1	0	0	3	46
1	189293	250237	1	1	0	0	2	46
1	190090	204707	2	2	0	0	1	37
1	200336	218909	1	1	0	0	1	24
1	203933	250237	1	1	0	0	3	46
1	216775	218909	1	1	0	0	1	24
1	216775	265209	1	1	0	0	1	24
1	218934	235600	1	1	1	0	1	49
1	218934	265015	1	1	0	0	1	22
1	219943	256870	1	1	0	0	1	21
1	219943	266829	1	1	0	0	1	21
1	220248	220336	1	1	1	0	1	46
1	235703	235910	1	1	1	0	1	31
1	236560	250237	1	1	1	0	4	46
1	249448	249655	1	1	0	1	0	34
1	249838	250237	1	1	0	2	0	42
1	249838	256870	1	1	0	0	1	21
1	249838	266829	1	1	0	0	1	21
1	250140	250237	1	1	0	0	2	46
1	250140	267035	1	1	0	0	1	48
1	255082	265040	1	1	1	1	0	21
1	255275	256019	1	1	1	0	1	49
