1	53439	54519	2	2	0	1	0	24
1	80548	81080	1	1	1	1	0	31
1	81183	81260	1	1	1	1	0	25
1	81332	81434	1	1	1	1	0	47
1	81487	81770	1	1	1	1	0	46
1	144332	145068	1	1	1	0	3	46
1	145171	145378	1	1	1	0	3	45
1	145171	235910	1	1	0	0	2	45
1	145561	145755	1	1	1	1	0	9
1	145863	145961	1	1	1	1	0	36
1	163795	163893	2	2	1	4	0	41
1	164542	164749	2	2	1	0	2	42
1	164852	165590	2	2	1	0	3	41
1	164852	167026	2	2	1	0	3	41
1	169105	169463	1	1	0	0	1	43
1	169105	176289	1	1	0	0	1	43
1	169694	207462	2	2	0	0	1	30
1	174692	175437	1	1	0	0	1	49
1	174692	188334	1	1	0	0	1	49
1	176520	207462	2	2	0	0	1	30
1	176520	222589	2	2	0	0	1	30
1	187590	188334	1	1	0	0	1	49
1	188437	235910	1	1	0	0	2	45
1	189293	204031	1	1	0	0	1	27
1	189416	207462	2	2	0	0	1	30
1	189416	222589	2	2	0	0	1	30
1	203933	204031	1	1	0	0	1	27
1	218934	235600	1	1	1	0	1	49
1	219943	236452	1	1	0	1	0	18
1	219943	266829	1	1	0	0	1	36
1	220248	220336	1	1	1	2	0	41
1	220371	222589	2	2	0	0	1	30
1	226274	334904	2	2	1	1	0	50
1	232151	246703	1	1	0	0	1	50
1	235703	235910	1	1	1	0	2	45
1	235703	249655	1	1	0	0	3	23
1	236560	250237	1	1	1	0	1	36
1	249448	249655	1	1	0	0	2	19
1	255275	256019	1	1	1	0	1	44
1	255275	265979	1	1	1	0	1	44
1	256122	266081	1	1	1	0	1	35
1	256122	266289	1	1	1	0	1	47
1	256512	266829	1	1	0	0	1	43
1	261856	278518	1	1	0	0	1	44
1	265234	265979	1	1	1	1	1	49
1	266082	266289	1	1	1	0	2	47
1	266472	266829	1	1	0	0	1	43
1	266472	282488	1	1	1	1	1	44
1	267710	283369	2	2	0	0	1	15
1	281741	281948	1	1	0	0	1	47
1	282596	282694	1	1	1	1	1	36
1	317186	332709	1	1	0	0	1	46
1	332925	333013	2	2	1	1	0	28
1	333663	333870	2	2	1	1	0	44
1	393366	429937	2	2	0	0	1	31
1	394892	395099	1	1	1	1	0	44
1	412353	412554	2	2	1	0	3	44
1	429173	429212	2	2	0	1	0	41
1	435534	435735	1	1	1	0	1	44
1	459636	460817	1	1	0	1	0	44
1	460921	461738	1	1	1	1	0	38
1	462766	464194	1	1	1	1	0	34
1	470596	471801	1	1	1	1	0	35
1	480650	481703	1	1	1	1	0	44
1	483655	485615	1	1	1	1	0	38
1	485795	487032	1	1	1	2	0	33
1	487199	488043	1	1	1	3	0	44
1	488176	489339	1	1	1	3	0	36
1	490665	491474	1	1	1	1	0	33
1	491581	492274	1	1	1	2	0	22
1	498947	499074	1	1	1	2	0	49
1	499205	500040	1	1	1	1	0	5
1	500152	500736	1	1	1	2	0	24
1	500792	502382	1	3	1	1	0	33
1	503648	503857	1	1	1	3	0	47
1	503992	504553	1	1	0	1	0	44
1	504659	505030	1	1	1	1	0	7
1	522170	522394	2	2	1	1	0	26
1	526530	526986	1	1	1	1	0	20
1	527085	527318	1	1	1	1	0	37
1	527403	527684	1	1	1	1	0	16
1	534580	534719	2	2	1	1	0	40
1	534845	535258	2	2	1	1	0	13
1	790664	810724	1	1	1	1	0	30
1	812515	815865	1	1	1	1	0	48
1	816338	822266	1	1	1	1	0	9
1	863084	876118	2	2	0	0	1	27
1	863084	876645	2	2	0	0	1	27
1	863084	877422	2	2	0	1	1	37
1	877524	898698	2	2	0	1	0	20
1	898789	918805	2	2	0	3	0	20
1	995336	998807	2	2	1	1	0	46
1	995910	996439	1	1	0	0	1	42
1	1000235	1000443	2	2	1	1	0	41
1	1020941	1021741	2	2	1	1	0	43
1	1021805	1022052	2	2	1	1	0	41
1	1083556	1084579	1	1	1	1	0	30
1	1120371	1120470	2	2	1	2	0	49
1	1120603	1120689	2	2	1	1	0	30
1	1121095	1121188	2	2	1	2	0	44
1	1121300	1121844	2	2	1	2	0	25
1	1122079	1122420	2	2	1	1	0	14
1	1122552	1122652	2	2	1	2	0	32
1	1126108	1126396	2	2	1	2	0	21
1	1126490	1127255	2	2	1	2	0	34
1	1127394	1127481	2	2	1	1	0	40
1	1131536	1132030	2	2	1	1	0	28
1	1132159	1132860	2	2	1	2	0	34
1	1134100	1134282	2	2	1	2	0	29
1	1134442	1135082	2	2	1	1	0	47
1	1137351	1138292	2	2	1	1	0	32
1	1139150	1139500	2	2	1	1	0	11
1	1139579	1140588	2	2	1	2	0	16
1	1140703	1142096	2	2	1	2	0	47
1	1148939	1153794	2	2	1	2	0	47
1	1153881	1177749	2	2	1	1	0	32
1	1189048	1189142	2	2	1	1	0	40
1	1189252	1189384	2	2	1	1	0	43
1	1189497	1189594	2	2	1	1	0	18
1	1189764	1190024	2	2	1	4	0	45
1	1190208	1190621	2	2	1	4	0	45
1	1190719	1191037	2	2	1	6	0	49
1	1191144	1191235	2	2	1	3	0	37
1	1191371	1191609	2	2	1	3	0	49
1	1191374	1191609	2	2	1	2	0	37
1	1191749	1191831	2	2	1	2	0	26
1	1192011	1192146	2	2	1	1	0	20
1	1192344	1192494	2	2	1	2	0	25
1	1192524	1194059	2	2	1	2	0	25
1	1194314	1194890	2	2	1	2	0	20
1	1202556	1202654	1	1	1	1	0	42
1	1202709	1203275	1	1	1	1	0	3
1	1203347	1203418	1	1	1	1	0	27
1	1218443	1219596	2	2	1	2	0	22
1	1219695	1220482	2	2	1	1	0	49
1	1220596	1221213	2	2	1	1	0	28
1	1222602	1223233	2	2	1	1	0	29
1	1227752	1228429	2	2	1	1	0	42
1	1231829	1232481	2	2	1	1	0	26
1	1242062	1244144	1	1	1	3	0	46
1	1244351	1244955	1	1	1	1	0	4
1	1245166	1245245	1	1	1	1	0	3
1	1245419	1245927	1	1	1	1	0	28
1	1247149	1247694	1	1	1	2	0	40
1	1247844	1247982	1	1	1	1	0	3
1	1248118	1248824	1	3	1	2	0	40
1	1279660	1282592	1	1	1	2	0	39
1	1282737	1283036	1	1	1	2	0	41
1	1291810	1291916	1	1	1	2	0	33
1	1292879	1293991	1	1	1	2	0	41
1	1353370	1354397	1	1	1	1	0	45
1	1354500	1356105	1	1	1	1	0	11
1	1356264	1359294	1	1	1	1	0	24
1	1392300	1392371	0	0	1	1	0	29
1	1396188	1400765	2	2	1	1	0	17
1	1400895	1403549	2	2	1	2	0	22
1	1403603	1403896	2	2	1	3	0	47
1	1403937	1411478	2	2	1	2	0	40
1	1411554	1412505	2	2	1	1	0	35
1	1412583	1435584	2	2	1	4	0	35
1	1454998	1455582	1	1	1	1	0	23
1	1455668	1456306	1	1	1	1	0	25
1	1456374	1457190	1	1	1	2	0	32
1	1457239	1457828	1	1	1	1	0	21
1	1474124	1475458	2	2	1	2	0	46
1	1509858	1510037	2	2	1	1	0	46
1	1510153	1510991	2	2	1	1	0	29
1	1523402	1523721	2	2	1	1	0	49
1	1525804	1525912	2	2	1	1	0	22
1	1525976	1526841	2	4	0	1	0	16
1	1526964	1527886	2	2	1	1	0	37
1	1529162	1529561	2	2	1	1	0	43
1	1530664	1531281	2	2	1	3	0	43
1	1531350	1531957	2	2	1	3	0	47
1	1532092	1532697	2	2	1	2	0	31
1	1534593	1535007	2	2	1	3	0	50
1	1535084	1535464	2	2	1	3	0	37
1	1535545	1537582	2	2	1	1	0	44
1	1538553	1539109	2	2	1	1	0	20
1	1558737	1559649	2	2	1	1	0	16
1	1565864	1566218	2	2	1	1	0	25
1	1600237	1606821	1	1	1	2	0	48
1	1606930	1607795	1	1	1	1	0	25
1	1607896	1608589	1	1	1	3	0	46
1	1608725	1609876	1	1	1	5	0	41
1	1610076	1610413	1	1	1	6	0	50
1	1610546	1610895	1	1	1	4	0	33
1	1610996	1611957	1	1	1	6	0	30
1	1612130	1612798	1	1	0	3	0	49
1	1612944	1613768	1	1	1	10	0	48
1	1613824	1613909	1	1	1	10	0	44
1	1616322	1616656	2	2	1	1	0	8
1	1617517	1618064	2	2	1	1	0	37
1	1677456	1677793	2	2	1	1	0	35
1	1680319	1680432	2	2	1	1	0	38
1	1680530	1680952	2	2	1	1	0	25
1	1681016	1681795	2	2	1	2	0	46
1	1682848	1686933	2	2	0	2	0	50
1	1880299	1884341	1	1	0	2	0	30
1	1884456	1885462	1	1	1	1	0	39
1	1987587	1988821	2	2	1	1	0	47
1	2063304	2160362	2	2	1	1	0	49
1	2160460	2281359	2	2	1	1	0	10
1	2349133	2365965	2	2	1	1	0	42
1	2514684	2540736	1	1	1	4	0	50
1	2540822	2612571	1	1	1	3	0	35
1	2612717	2660123	1	1	1	1	0	32
1	2660208	2690373	1	1	1	1	0	47
1	2690445	2714405	1	1	1	2	0	48
1	2714542	2720378	1	1	0	1	0	30
1	2714542	2720381	1	1	1	4	0	29
1	3245194	3253194	1	1	1	1	0	8
1	3665081	3666017	1	1	1	2	0	28
1	3666084	3670658	1	1	1	2	0	33
1	3670807	3671168	1	1	1	2	0	37
1	3671231	3671347	1	1	1	1	0	43
1	3671516	3673889	1	1	0	1	0	40
1	3687141	3688910	2	2	1	1	0	48
1	3688966	3697256	2	2	1	1	0	21
1	3697360	3699068	2	2	1	1	0	46
1	3705229	3714278	2	2	1	1	0	36
1	4026918	4029650	2	2	1	1	0	31
1	4063104	4064462	1	1	1	1	0	15
1	4064580	4065103	1	1	1	1	0	36
1	4065271	4066329	1	1	1	1	0	27
1	4066428	4067317	1	1	1	1	0	30
1	4071416	4072094	1	1	1	1	0	36
1	4071416	4072097	1	1	1	1	0	35
1	4072172	4072566	1	1	1	2	0	38
1	4072666	4073161	1	1	1	1	0	34
1	4073235	4073367	1	1	1	2	0	40
1	4114592	4115396	1	1	1	1	0	41
1	4210507	4211694	2	2	1	1	0	40
1	4232283	4232629	2	2	1	1	0	44
1	4236502	4238089	2	2	1	1	0	21
1	4238290	4244099	2	2	1	1	0	20
1	4561322	4564664	2	2	1	1	0	30
1	4697213	4706708	1	1	1	1	0	18
1	4706758	4707325	1	1	1	0	1	45
1	4709569	4716554	1	1	1	0	2	35
